   -0.220215883851051331E+01    0.102274292884532292E+01   -0.336257647848129260E+01   -0.690102787017822461E+00    0.203922981619834909E+00    0.106140077114105225E+00    0.258611869812011674E+00    0.227440118789672852E+00    0.504784888029098489E+00    0.159099578857421875E+02   -0.743268276137155453E+03   -0.623832398925672837E+01    1
   -0.749468803405761719E+00    0.182731341779565792E+00   -0.226606643497943860E+01   -0.165237016677856463E+01    0.264165850877761788E+00    0.613936603069305462E-01    0.231397807598114014E+00    0.236261105537414556E+00    0.504490220546722434E+00    0.174325317144393921E+02   -0.569977781154251716E+03   -0.624027711425674614E+01    1
   -0.166387476027011871E+01    0.145269750158478894E+01   -0.354922752726078050E+01   -0.109122331619262702E+01    0.155974103212356552E+00    0.131508725881576527E+00    0.176453292369842529E+00    0.291048777103424083E+00    0.430605447292327859E+00    0.553835380077362061E+02   -0.413987100671968619E+03   -0.624223023925675147E+01    1
   -0.164610973000526428E+01    0.944665141826382504E+00   -0.380241042840480814E+01   -0.182227449417114240E+01    0.230753245949745167E+00    0.718276441097259466E-01    0.342698466777801469E+00    0.364083349704742432E+00    0.385680645704269409E+00    0.475023710727691650E+02   -0.274439294720784858E+03   -0.624418336425673370E+01    1
   -0.260386854410171509E+01    0.154462615016485241E-01   -0.145742206466197954E+01   -0.755864849090576385E+00    0.187710349559783940E+00    0.722114861011505099E-01    0.279813027381896950E+00    0.358058655261993430E+00    0.507707905769348100E+00    0.105236690044403076E+03   -0.246883916202620242E+03   -0.624613648925673814E+01    1
   -0.269070863723754883E+00    0.130959471463073984E+01   -0.133838530278205869E+01   -0.394706523895263661E+01    0.267257204651832558E+00    0.120785176753997803E+00    0.297199916839599565E+00    0.218326807022094727E+00    0.600134360790252730E+00    0.547648936510086060E+02   -0.233813687901609626E+03   -0.624808961425675236E+01    1
   -0.819967538118362427E+00    0.126339131441652186E+01   -0.251418773651123040E+01   -0.118753264427185057E+01    0.257320337295532220E+00    0.848686516284942599E-01    0.331956493854522694E+00    0.260389828681945823E+00    0.985811769962310791E+00    0.181398612260818481E+02   -0.164837429526706160E+03   -0.625004273925673637E+01    1
   -0.116566471755504608E+01    0.620850261362563050E+00   -0.173177346789836895E+01   -0.139728013515472416E+01    0.230255483388900728E+00    0.570929169654846233E-01    0.293722879886627153E+00    0.315009021759033225E+00    0.772976875305175781E+00    0.560033601522445679E+02   -0.153616979468421107E+03   -0.625199586425673903E+01    1
   -0.441106140613555908E+00    0.374088984822061488E+00   -0.396074257111549377E+01   -0.810634512901306170E+00    0.280635637640953006E+00    0.609913170337677002E-01    0.302489686012268055E+00    0.389178168773651134E+00    0.816640609502792492E+00    0.619423776865005493E+02   -0.147696932168465793E+03   -0.625394898925674969E+01    1
   -0.162780191004276276E+01    0.206818697571761773E+00   -0.319678291881084453E+01   -0.676017155647278045E+00    0.195426745414733871E+00    0.119225293397903442E+00    0.168196988105773909E+00    0.398815858364105269E+00    0.880243402719497636E+00    0.371676909923553467E+02   -0.134283725118338282E+03   -0.625590211425673193E+01    1
   -0.646907120943069458E+00    0.134832061389131463E+01   -0.374707263123989121E+01   -0.187742184162139880E+01    0.240612602233886697E+00    0.773027420043945340E-01    0.225041115283966059E+00    0.359460365772247326E+00    0.622985655069351218E+00    0.608837842941284180E+02   -0.126601081379248541E+03   -0.625785523925673726E+01    1
   -0.344018426537513733E+01    0.227304044765841512E+00   -0.287767410993576078E+01   -0.156923506736755369E+01    0.255155346393585170E+00    0.556057512760162395E-01    0.311964237689971946E+00    0.345629322528839156E+00    0.105451660752296461E+01    0.112865293025970459E+02   -0.113971110475338918E+03   -0.625980836425676213E+01    1
   -0.450551494956016541E+00    0.407967826868962047E+00   -0.256202841615676880E+01   -0.105791662216186522E+01    0.309144385457038873E+00    0.119801759719848633E+00    0.158009004592895491E+00    0.389933407306671143E+00    0.154577847719192518E+01    0.133149063587188721E+02   -0.102137899840537898E+03   -0.626176148925674791E+01    1
   -0.206561177968978882E+01    0.135008379298051540E+00   -0.211661745989322636E+01   -0.133936105728149402E+01    0.251059926748275708E+00    0.970064401626586914E-01    0.284372985363006592E+00    0.335459601879119884E+00    0.650105684995651245E+00    0.119556086659431458E+03   -0.968629735342027232E+02   -0.626371461425672393E+01    1
   -0.603227078914642334E+00    0.745222921937381821E+00   -0.371988343882560724E+01   -0.140903446197509785E+01    0.150661057829856865E+00    0.149388110637664773E+00    0.349477398395538319E+00    0.241062843799591087E+00    0.115459846258163457E+01    0.352141940593719482E+02   -0.777078645104170107E+02   -0.626566773925672837E+01    1
   -0.402505062520503998E+01    0.648215396293131074E+00   -0.261661521506309480E+01   -0.101280926227569568E+01    0.199997718930244428E+00    0.149649822711944575E+00    0.245786762237548806E+00    0.399208557605743419E+00    0.650806063413620017E+00    0.248010891675949097E+02   -0.705098116079786053E+02   -0.626762086425674170E+01    1
   -0.426396772265434265E+00    0.106896159022094372E+01   -0.187912672364711764E+01   -0.189393822193145756E+01    0.232072167992591838E+00    0.691649854183196966E-01    0.269520390033721913E+00    0.329296886920928955E+00    0.527141636610031106E+00    0.181719601154327393E+03   -0.625610545400979490E+02   -0.626957398925675236E+01    1
